Atriden	O	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_
Odyſſeus	B-pers	_	_	_	_	_	_	_
ermorden	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
fällt	O	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
Herden	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Heeres	O	_	_	_	_	_	_	_
her	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Schon	O	_	_	_	_	_	_	_
hier	O	_	_	_	_	_	_	_
alſo	O	_	_	_	_	_	_	_
ſcheint	O	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
Kränkung	O	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Groll	O	_	_	_	_	_	_	_
wegen	O	_	_	_	_	_	_	_
dieſer	O	_	_	_	_	_	_	_
Kränkung	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſondern	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
Gefühl	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_
ſeinen	O	_	_	_	_	_	_	_
Feinden	O	_	_	_	_	_	_	_
lächerlich	O	_	_	_	_	_	_	_
gemacht	O	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Beweggrund	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Selbſtmordes	O	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
ſein	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
—	O	_	_	_	_	_	_	_
Dramatiſch	O	_	_	_	_	_	_	_
war	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Stoff	O	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_
Sophokles	B-pers	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_
Äſchylos	B-pers	_	_	_	_	_	_	_
behandelt	O	_	_	_	_	_	_	_
worden	O	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Θροῇσσαι	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
denen	O	_	_	_	_	_	_	_
vielleicht	O	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Trilogie	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
Stüc>"OnJw»	O	_	_	_	_	_	_	Partial-5:11
κοίσις	O	_	_	_	_	_	_	_
vorherging	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
Stück	O	_	_	_	_	_	_	_
Σαλαμίνιαι	O	_	_	_	_	_	_	_
folgte	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
In	O	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_
Drama	O	_	_	_	_	_	_	_
Ὅπλων	O	_	_	_	_	_	_	_
κρίσις	O	_	_	_	_	_	_	_
mußten	O	_	_	_	_	_	_	_
jedenfalls	O	_	_	_	_	_	_	_
diejenigen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_
deren	O	_	_	_	_	_	_	_
Urteil	O	_	_	_	_	_	_	_
entſchieden	O	_	_	_	_	_	_	_
wurde	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
Achäer	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
Troianer	O	_	_	_	_	_	_	_
ſein	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Von	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Θοῇσσαι	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
kriegsgefangene	O	_	_	_	_	_	_	_
Frauen	O	_	_	_	_	_	_	_
bildeten	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Chor	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_
erfahren	O	_	_	_	_	_	_	_
wir	O	_	_	_	_	_	_	_
nur	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_
darin	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Selbſtmord	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_
Sophokles	B-pers	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Bühne	O	_	_	_	_	_	_	_
dargeſtellt	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſondern	O	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_
Boten	O	_	_	_	_	_	_	_
erzählt	O	_	_	_	_	_	_	_
war	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Faſt	O	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_
Widerſpruch	O	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Rolle	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
welche	O	_	_	_	_	_	_	_
Odyſſeus	B-pers	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_
Waffenſtreite	O	_	_	_	_	_	_	_
ſpielt	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſteht	O	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_
Sophokles	B-pers	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
Benehmen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
welches	O	_	_	_	_	_	_	_
Odyſſeus	B-pers	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
gegenüber	O	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Tag	O	_	_	_	_	_	_	_
legt	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Gleich	O	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_
Prologe	O	_	_	_	_	_	_	_
tritt	O	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_
uns	O	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_
edelgeſinnter	O	_	_	_	_	_	_	_
Mann	O	_	_	_	_	_	_	_
entgegen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
welcher	O	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
troy	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Feindſchaft	O	_	_	_	_	_	_	_
volle	O	_	_	_	_	_	_	_
Gerechtigkeit	O	_	_	_	_	_	_	_
widerfahren	O	_	_	_	_	_	_	_
läßt	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
122	B-scope	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
So	O	_	_	_	_	_	_	_
kann	O	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_
am	O	_	_	_	_	_	_	_
Schluſſe	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
Aufgabe	O	_	_	_	_	_	_	NoSpaceAfter
erfüllen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Streit	O	_	_	_	_	_	_	_
um	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
Leiche	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
ſchlichten	O	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
gekränfte	O	_	_	_	_	_	_	_
Ehre	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Helden	O	_	_	_	_	_	_	_
wiederherzuſtellen	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Denn	O	_	_	_	_	_	_	_
wenn	O	_	_	_	_	_	_	_
Odyſſeus	B-pers	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
welcher	O	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_
Waffenſtreite	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Preis	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
ἀοιστεία	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
443	B-scope	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_
davongetragen	O	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Beſten	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Heeres	O	_	_	_	_	_	_	_
erklärt	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
1340	B-scope	_	_	_	_	_	_	_
f	I-scope	_	_	_	_	_	_	NoSpaceAfter
.	I-scope	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſo	O	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	_
damit	O	_	_	_	_	_	_	_
ausgeſprochen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_
dieſem	O	_	_	_	_	_	_	_
Unrecht	O	_	_	_	_	_	_	_
widerfahren	O	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Man	O	_	_	_	_	_	_	_
ſieht	O	_	_	_	_	_	_	_
daraus	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_
Sophokles	B-pers	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
wiederhergeſtellte	O	_	_	_	_	_	_	_
Ehre	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Aias	B-pers	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_
Ziel	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Handlung	O	_	_	_	_	_	_	_
gedacht	O	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/de/retokenized/Wecklein1894_0022.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = Wecklein1894_0022
# hipe2022:date = 1894-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophokleus Aias
# ajmc:publication_place = München
# ajmc:publication_date = 1894
# ajmc:page = 22
# ajmc:author = Wecklein, Nikolaus
wie	O	_	_	_	_	_	_	_
1401	B-scope	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
100	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
Sarkaſtiſch	O	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_
Ant	B-work	_	_	_	_	_	_	NoSpaceAfter
.	I-work	_	_	_	_	_	_	_
810	B-scope	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
747	B-scope	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
10	O	_	_	_	_	_	_	NoSpaceAfter
]	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
εἶεν	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
eine	O	_	_	_	_	_	_	_
Nebenform	O	_	_	_	_	_	_	NoSpaceAfter
zu	O	_	_	_	_	_	_	_
εἶα	O	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_
αἰέν	O	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
αἰεί	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
τί	O	_	_	_	_	_	_	_
γάρ	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
„	O	_	_	_	_	_	_	NoSpaceAfter
ja	O	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	NoSpaceAfter
“	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_
γάρ	O	_	_	_	_	_	_	_
bezieht	O	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_
Gedanken	O	_	_	_	_	_	_	_
„	O	_	_	_	_	_	_	NoSpaceAfter
wir	O	_	_	_	_	_	_	_
vergeſſen	O	_	_	_	_	_	_	_
etwas	O	_	_	_	_	_	_	NoSpaceAfter
“	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
„	O	_	_	_	_	_	_	NoSpaceAfter
von	O	_	_	_	_	_	_	_
Einem	O	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
Rede	O	_	_	_	_	_	_	NoSpaceAfter
“	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
Ähnlich	O	_	_	_	_	_	_	_
983	B-scope	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
wo	O	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_
gleiche	O	_	_	_	_	_	_	_
Ellipſe	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
πράττει	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_
vielmehr	O	_	_	_	_	_	_	_
„	O	_	_	_	_	_	_	NoSpaceAfter
was	O	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	NoSpaceAfter
“	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
Phil	B-work	_	_	_	_	_	_	NoSpaceAfter
.	I-work	_	_	_	_	_	_	_
654	B-scope	_	_	_	_	_	_	_
ἀλλ᾽	O	_	_	_	_	_	_	_
ἔκφερ᾽	O	_	_	_	_	_	_	_
αὐτό"	O	_	_	_	_	_	_	_
τί	O	_	_	_	_	_	_	_
γὰρ	O	_	_	_	_	_	_	_
ἔτ᾽	O	_	_	_	_	_	_	_
ἄλλ᾽	O	_	_	_	_	_	_	_
ἐρᾷς	O	_	_	_	_	_	_	_
λαβεῖν	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
1405	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
102	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
ποῦ	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
ἕστηκεν	O	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_
„	O	_	_	_	_	_	_	NoSpaceAfter
was	O	_	_	_	_	_	_	_
haſt	O	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_
angefangen	O	_	_	_	_	_	_	_
?	O	_	_	_	_	_	_	NoSpaceAfter
“	O	_	_	_	_	_	_	_
ἕστηκεν	O	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_
βέβηκεν	O	_	_	_	_	_	_	_
ausdrucksvoller	O	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_
ἐστί	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
1083	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
ὅπου	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
τύχης	O	_	_	_	_	_	_	_
ἕστηκεν).	O	_	_	_	_	_	_	NoSpaceAfter
104	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
Ὀδυσσέα	O	_	_	_	_	_	_	_
dreiſilbig	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
107	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
πρὶν	O	_	_	_	_	_	_	_
ἂν	O	_	_	_	_	_	_	_
τί	O	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
77	B-scope	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
—	O	_	_	_	_	_	_	_
κεοδάνῃς	O	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_
Sinne	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Befriedigung	O	_	_	_	_	_	_	_
einer	O	_	_	_	_	_	_	_
Luſt	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
108	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
Nach	O	_	_	_	_	_	_	_
dieſem	O	_	_	_	_	_	_	_
Verſe	O	_	_	_	_	_	_	_
erſcholl	O	_	_	_	_	_	_	_
wahrſcheinlich	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
303	B-scope	_	_	_	_	_	_	_
erwähnte	O	_	_	_	_	_	_	_
Lachen	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
ſprichwörtlich	O	_	_	_	_	_	_	_
wurde	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
(Aldyτειος	O	_	_	_	_	_	_	NoSpaceAfter
γέλως	O	_	_	_	_	_	_	_
*	O	_	_	_	_	_	_	_
ἐπὶ	O	_	_	_	_	_	_	_
τῶν	O	_	_	_	_	_	_	_
παραφρόνως	O	_	_	_	_	_	_	_
γελώντων	O	_	_	_	_	_	_	_
Benob	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
1	B-scope	_	_	_	_	_	_	_
43	I-scope	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_
Lachen	O	_	_	_	_	_	_	_
voll	O	_	_	_	_	_	_	_
tragiſcher	O	_	_	_	_	_	_	_
Ironie	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
110	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
Wenn	O	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_
ϑάνῃ	O	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_
πρὶν	O	_	_	_	_	_	_	_
ἂν	O	_	_	_	_	_	_	_
anſchließt	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
ſo	O	_	_	_	_	_	_	_
ſchwebt	O	_	_	_	_	_	_	_
doch	O	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_
genaue	O	_	_	_	_	_	_	_
Verhältnis	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Satzes	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
welches	O	_	_	_	_	_	_	_
ϑανεῖν	O	_	_	_	_	_	_	_
οὔτι	O	_	_	_	_	_	_	_
πῶ	O	_	_	_	_	_	_	_
ϑέλω	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
πρὶν	O	_	_	_	_	_	_	_
ἂν	O	_	_	_	_	_	_	_
φοινιχϑῇ	O	_	_	_	_	_	_	_
verlangt	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_
ſo	O	_	_	_	_	_	_	_
deutlich	O	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_
πρῶτον	O	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_
ϑάνῃ	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
Klarheit	O	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_
Gedankens	O	_	_	_	_	_	_	_
dienten	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
111	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
αἱ	O	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_
zion	O	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_
war	O	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	_
Beſtrafung	O	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_
Sklaven	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
xoeuaoroi	O	_	_	_	_	_	_	_
Ant	B-work	_	_	_	_	_	_	NoSpaceAfter
.	I-work	_	_	_	_	_	_	_
309	B-scope	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_
patibulum,	O	_	_	_	_	_	_	NoSpaceAfter
crux	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
112	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
yaigew	O	_	_	_	_	_	_	_
σε	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
Ὁ	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
i	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
dir	O	_	_	_	_	_	_	_
na	O	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_
Wunſch	O	_	_	_	_	_	_	_
gehen	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_
ἐφίεμαι	O	_	_	_	_	_	_	_
unterſcheidet	O	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_
abweiſenden	O	_	_	_	_	_	_	_
Formel	O	_	_	_	_	_	_	_
χαίρειν	O	_	_	_	_	_	_	_
o	O	_	_	_	_	_	_	_
κελεύω	O	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	NoSpaceAfter
valere	O	_	_	_	_	_	_	_
te	O	_	_	_	_	_	_	_
inbeo	O	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
Vgl	O	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_
Od	B-work	_	_	_	_	_	_	NoSpaceAfter
.	I-work	_	_	_	_	_	_	_
T	B-scope	_	_	_	_	_	_	NoSpaceAfter
.	I-scope	_	_	_	_	_	_	_
859	I-scope	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	EndOfSentence
114	O	_	_	_	_	_	_	NoSpaceAfter
